Symbol,Company Name,Market Cap,Stock Price,Percent Change,Revenue
GMS,GMS Inc.,3.27B,84.34,-2.08%,5.59B
IRDM,Iridium Communications Inc.,3.27B,28.75,1.16%,812.43M
LUNR,"Intuitive Machines, Inc.",3.27B,21.68,-3.30%,203.90M
PATK,"Patrick Industries, Inc.",3.26B,97.14,-0.80%,3.65B
HBM,Hudbay Minerals Inc.,3.26B,8.27,-2.82%,2.04B
FA,First Advantage Corporation,3.26B,18.88,0.69%,755.64M
MGEE,"MGE Energy, Inc.",3.25B,89.85,-0.47%,653.68M
HEES,"H&E Equipment Services, Inc.",3.25B,88.69,0.02%,1.52B
HAYW,"Hayward Holdings, Inc.",3.24B,15.06,-1.31%,1.00B
WD,"Walker & Dunlop, Inc.",3.24B,96.07,-0.54%,986.07M
BVN,Compañía de Minas Buenaventura S.A.A.,3.24B,12.76,-0.23%,1.11B
TFPM,Triple Flag Precious Metals Corp.,3.23B,16.03,-1.66%,246.52M
HIW,"Highwoods Properties, Inc.",3.22B,29.79,0.78%,829.29M
OTTR,Otter Tail Corporation,3.22B,77.04,-0.82%,1.34B
SGRY,"Surgery Partners, Inc.",3.22B,25.49,-1.01%,2.99B
TEX,Terex Corporation,3.21B,48.09,-1.80%,5.11B
AMBA,"Ambarella, Inc.",3.20B,76.72,-1.83%,252.47M
SXT,Sensient Technologies Corporation,3.20B,75.51,-0.05%,1.53B
BTG,B2Gold Corp.,3.20B,2.420,-0.82%,1.91B
VEON,VEON Ltd.,3.19B,45.05,3.92%,3.96B
AVAL,Grupo Aval Acciones y Valores S.A.,3.19B,2.800,-3.13%,2.75B
WDFC,WD-40 Company,3.18B,234.95,0.47%,603.64M
LPL,"LG Display Co., Ltd.",3.18B,3.230,-0.62%,18.02B
PTVE,Pactiv Evergreen Inc.,3.18B,17.74,-0.17%,5.20B
HP,"Helmerich & Payne, Inc.",3.18B,31.59,-0.72%,2.76B
EE,"Excelerate Energy, Inc.",3.17B,29.87,-3.49%,816.93M
IPGP,IPG Photonics Corporation,3.17B,73.33,-0.27%,1.04B
CWK,Cushman & Wakefield plc,3.16B,13.79,-0.58%,9.37B
GPOR,Gulfport Energy Corporation,3.16B,178.51,-3.03%,886.64M
YETI,"YETI Holdings, Inc.",3.16B,37.26,-2.89%,1.80B
CAR,"Avis Budget Group, Inc.",3.15B,89.70,-4.21%,11.84B
USLM,"United States Lime & Minerals, Inc.",3.15B,110.58,-2.83%,303.35M
GRND,Grindr Inc.,3.15B,17.84,0.51%,319.10M
CAAP,Corporación América Airports S.A.,3.15B,19.57,-1.90%,1.50B
PTEN,"Patterson-UTI Energy, Inc.",3.15B,8.07,-2.06%,5.80B
BXMT,"Blackstone Mortgage Trust, Inc.",3.14B,18.00,-0.17%,-102.52M
RNG,"RingCentral, Inc.",3.13B,34.82,-2.16%,2.36B
TWST,Twist Bioscience Corporation,3.12B,52.37,2.41%,312.97M
EGO,Eldorado Gold Corporation,3.12B,15.24,-1.17%,1.19B
USAC,"USA Compression Partners, LP",3.12B,26.65,-4.00%,929.61M
BUR,Burford Capital Limited,3.11B,14.04,-1.89%,1.28B
VRN,Veren Inc.,3.11B,5.03,-4.19%,2.85B
BFH,"Bread Financial Holdings, Inc.",3.11B,63.33,-0.60%,2.44B
TRN,"Trinity Industries, Inc.",3.11B,37.83,-1.23%,3.25B
BNL,"Broadstone Net Lease, Inc.",3.11B,15.74,-0.25%,424.67M
ACAD,ACADIA Pharmaceuticals Inc.,3.10B,18.66,-0.16%,929.24M
FORM,"FormFactor, Inc.",3.10B,40.05,0.55%,742.28M
AEO,"American Eagle Outfitters, Inc.",3.10B,16.14,-2.48%,5.40B
FHI,"Federated Hermes, Inc.",3.10B,39.77,0.05%,1.63B
NHI,"National Health Investors, Inc.",3.09B,68.11,-0.19%,329.85M
GNW,"Genworth Financial, Inc.",3.09B,7.23,-0.82%,7.43B
UGP,Ultrapar Participações S.A.,3.09B,2.840,-3.07%,24.15B
FIVN,"Five9, Inc.",3.08B,40.99,0.56%,1.00B
PENN,"PENN Entertainment, Inc.",3.08B,20.60,0.98%,6.30B
STR,Sitio Royalties Corp.,3.08B,20.14,-3.03%,618.67M
BKU,"BankUnited, Inc.",3.07B,41.11,-1.25%,958.35M
NMIH,"NMI Holdings, Inc.",3.06B,38.62,-1.30%,635.85M
OUT,OUTFRONT Media Inc.,3.05B,18.40,-0.43%,1.84B
TDC,Teradata Corporation,3.05B,31.91,-1.54%,1.80B
BSM,"Black Stone Minerals, L.P.",3.05B,14.48,-1.90%,457.21M
LFST,"LifeStance Health Group, Inc.",3.05B,7.97,-1.85%,1.21B
XENE,Xenon Pharmaceuticals Inc.,3.05B,39.98,-1.21%,-
AMED,"Amedisys, Inc.",3.03B,92.50,0.10%,2.32B
VAC,Marriott Vacations Worldwide Corporation,3.03B,86.77,-2.63%,3.19B
WEN,The Wendy's Company,3.02B,14.83,-0.40%,2.21B
MGRC,McGrath RentCorp,3.01B,122.67,-1.32%,888.78M
ALRM,"Alarm.com Holdings, Inc.",3.00B,60.67,-0.95%,923.82M
CWEN,"Clearway Energy, Inc.",3.00B,25.93,-0.15%,1.36B
ASH,Ashland Inc.,3.00B,63.49,-0.39%,2.05B
LBRT,Liberty Energy Inc.,2.99B,18.31,-4.59%,4.32B
UEC,Uranium Energy Corp.,2.99B,7.06,-2.89%,17.20M
CON,"Concentra Group Holdings Parent, Inc.",2.97B,23.31,-0.60%,1.88B
SHOO,"Steven Madden, Ltd.",2.96B,41.05,-1.96%,2.22B
ZLAB,Zai Lab Limited,2.96B,27.19,-2.33%,355.75M
BOH,Bank of Hawaii Corporation,2.96B,74.51,-0.27%,627.96M
PTON,"Peloton Interactive, Inc.",2.96B,7.75,-3.97%,2.69B
ALHC,"Alignment Healthcare, Inc.",2.95B,15.39,1.25%,2.47B
SSL,Sasol Limited,2.95B,4.700,-2.49%,15.07B
ENVA,"Enova International, Inc.",2.94B,112.32,-1.21%,1.17B
TGNA,TEGNA Inc.,2.94B,18.22,-0.82%,2.96B
GEF.B,"Greif, Inc.",2.93B,63.37,-2.18%,5.45B
CLSK,"CleanSpark, Inc.",2.93B,10.44,-4.83%,378.97M
QDEL,QuidelOrtho Corporation,2.92B,43.46,0.70%,2.82B
CPRI,Capri Holdings Limited,2.92B,24.78,-4.10%,4.80B
TBBK,"The Bancorp, Inc.",2.91B,61.06,5.93%,495.38M
HUN,Huntsman Corporation,2.91B,16.83,-2.60%,5.99B
CVBF,CVB Financial Corp.,2.91B,20.84,-1.04%,504.82M
MLTX,MoonLake Immunotherapeutics,2.90B,45.99,-2.40%,-
AVA,Avista Corporation,2.90B,36.62,0.25%,1.92B
GSAT,"Globalstar, Inc.",2.90B,1.530,3.38%,241.58M
KC,Kingsoft Cloud Holdings Limited,2.90B,12.57,-5.35%,1.04B
POWL,"Powell Industries, Inc.",2.89B,239.78,1.44%,1.01B
PRKS,United Parks & Resorts Inc.,2.89B,52.56,-0.36%,1.73B
VCEL,Vericel Corporation,2.89B,58.54,-1.20%,226.84M
GEF,"Greif, Inc.",2.89B,61.22,-1.78%,5.45B
TDW,Tidewater Inc.,2.88B,55.11,-0.63%,1.30B
AAP,"Advance Auto Parts, Inc.",2.88B,48.50,-2.59%,11.19B
NOMD,Nomad Foods Limited,2.87B,17.86,0.73%,3.42B
CAKE,The Cheesecake Factory Incorporated,2.87B,56.15,-0.04%,3.54B
FOLD,"Amicus Therapeutics, Inc.",2.86B,9.58,-0.62%,493.67M
HBI,Hanesbrands Inc.,2.86B,8.12,-4.25%,5.47B
VSCO,Victoria's Secret & Co.,2.86B,36.36,-1.14%,6.21B
RXRX,"Recursion Pharmaceuticals, Inc.",2.86B,7.24,-5.85%,65.18M
PLMR,"Palomar Holdings, Inc.",2.85B,107.87,0.40%,503.50M
SFNC,Simmons First National Corporation,2.85B,22.72,-0.22%,701.26M
INDB,Independent Bank Corp.,2.85B,67.16,-0.18%,653.49M
SAM,"The Boston Beer Company, Inc.",2.84B,250.67,-1.57%,2.00B
CC,The Chemours Company,2.84B,18.99,-1.86%,5.75B
ATKR,Atkore Inc.,2.83B,81.44,-2.55%,3.20B
IOSP,Innospec Inc.,2.83B,113.35,-1.95%,1.87B
MAN,ManpowerGroup Inc.,2.83B,60.22,-0.81%,17.85B
RLX,RLX Technology Inc.,2.82B,2.220,-,307.80M
LAUR,"Laureate Education, Inc.",2.82B,18.72,-1.78%,1.55B
MPW,"Medical Properties Trust, Inc.",2.82B,4.690,-0.21%,660.17M
AWR,American States Water Company,2.82B,74.50,0.96%,577.54M
PAR,PAR Technology Corporation,2.81B,72.59,-0.60%,453.99M
JOE,The St. Joe Company,2.81B,48.10,-1.84%,385.14M
AKR,Acadia Realty Trust,2.80B,23.04,-0.65%,367.40M
NSP,"Insperity, Inc.",2.80B,75.01,0.13%,6.55B
MRUS,Merus N.V.,2.80B,40.94,-1.52%,35.93M
CPK,Chesapeake Utilities Corporation,2.80B,122.25,-0.70%,757.49M
AESI,Atlas Energy Solutions Inc.,2.79B,22.96,-8.23%,925.76M
SWTX,"SpringWorks Therapeutics, Inc.",2.79B,37.50,0.73%,135.49M
PK,Park Hotels & Resorts Inc.,2.78B,13.49,0.07%,2.66B
HTLF,"Heartland Financial USA, Inc.",2.77B,64.67,-2.16%,671.75M
AKO.B,Embotelladora Andina S.A.,2.76B,19.50,-,3.24B
AKO.A,Embotelladora Andina S.A.,2.76B,14.88,1.40%,3.24B
HCC,"Warrior Met Coal, Inc.",2.76B,52.77,-1.29%,1.59B
MCY,Mercury General Corporation,2.76B,49.84,-1.89%,5.47B
EQX,Equinox Gold Corp.,2.76B,6.07,-2.10%,1.24B
ABR,"Arbor Realty Trust, Inc.",2.74B,13.39,-0.30%,650.35M
PRK,Park National Corporation,2.74B,169.71,-0.59%,506.06M
PRVA,"Privia Health Group, Inc.",2.74B,22.85,1.38%,1.72B
HUBG,"Hub Group, Inc.",2.74B,44.61,-0.69%,3.96B
BHC,Bausch Health Companies Inc.,2.73B,7.43,-0.40%,9.47B
DIOD,Diodes Incorporated,2.73B,58.98,0.98%,1.29B
PDCO,"Patterson Companies, Inc.",2.73B,30.95,-0.13%,6.55B
MTSR,"Metsera, Inc.",2.73B,26.50,47.22%,-
SBSW,Sibanye Stillwater Limited,2.73B,3.810,-,5.93B
BTDR,Bitdeer Technologies Group,2.73B,18.52,1.93%,395.61M
ODD,Oddity Tech Ltd.,2.73B,47.72,1.81%,620.65M
STNE,StoneCo Ltd.,2.72B,9.17,-3.58%,2.27B
PSMT,"PriceSmart, Inc.",2.72B,90.97,-1.11%,5.01B
LIVN,LivaNova PLC,2.71B,49.95,-1.36%,1.24B
DRVN,Driven Brands Holdings Inc.,2.71B,16.51,-1.73%,2.33B
BANC,"Banc of California, Inc.",2.70B,16.02,-1.23%,960.39M
CWT,California Water Service Group,2.69B,45.29,1.09%,1.03B
GRBK,"Green Brick Partners, Inc.",2.69B,60.47,-2.98%,1.98B
CPRX,"Catalyst Pharmaceuticals, Inc.",2.69B,22.56,-2.72%,460.48M
MANU,Manchester United plc,2.69B,15.87,-1.79%,868.15M
UE,Urban Edge Properties,2.68B,20.34,-1.07%,435.18M
FFBC,First Financial Bancorp.,2.68B,28.02,0.61%,787.92M
JJSF,J&J Snack Foods Corp.,2.67B,137.23,-0.75%,1.57B
PLTK,Playtika Holding Corp.,2.67B,7.17,-2.71%,2.54B
ENOV,Enovis Corporation,2.67B,46.98,-1.12%,2.00B
VIAV,Viavi Solutions Inc.,2.67B,12.04,20.52%,1.01B
LCII,LCI Industries,2.67B,104.79,-2.05%,3.78B
WNS,WNS (Holdings) Limited,2.66B,61.25,-1.54%,1.32B
PII,Polaris Inc.,2.66B,47.70,-2.73%,7.27B
ATS,ATS Corporation,2.66B,27.15,-0.40%,2.11B
HAFN,Hafnia Limited,2.66B,5.29,-,3.04B
FCPT,"Four Corners Property Trust, Inc.",2.66B,27.43,-0.87%,264.88M
CNR,"Core Natural Resources, Inc.",2.66B,90.34,-2.19%,2.24B
TOWN,TowneBank,2.65B,35.77,-0.33%,694.30M
EWTX,"Edgewise Therapeutics, Inc.",2.65B,28.02,0.07%,-
NVCR,NovoCure Limited,2.65B,24.52,-3.88%,577.74M
QS,QuantumScape Corporation,2.65B,5.17,-0.58%,-
CDE,"Coeur Mining, Inc.",2.63B,6.60,-3.65%,1.01B
CALX,"Calix, Inc.",2.63B,39.68,-1.24%,831.52M
YELP,Yelp Inc.,2.63B,39.94,-1.36%,1.39B
BB,BlackBerry Limited,2.62B,4.440,0.68%,638.00M
ESRT,"Empire State Realty Trust, Inc.",2.62B,9.56,0.53%,758.43M
MRX,Marex Group plc,2.60B,35.69,-0.50%,1.54B
MCW,"Mister Car Wash, Inc.",2.58B,8.02,-3.02%,973.70M
FRME,First Merchants Corporation,2.58B,44.44,4.05%,610.99M
SIG,Signet Jewelers Limited,2.58B,59.23,-1.82%,6.85B
CURB,Curbline Properties Corp.,2.57B,24.47,-1.13%,111.43M
KYMR,"Kymera Therapeutics, Inc.",2.56B,39.59,-2.13%,87.56M
AZZ,AZZ Inc.,2.56B,85.79,-2.19%,1.59B
AMRX,"Amneal Pharmaceuticals, Inc.",2.56B,8.26,-3.73%,2.68B
SEMR,"Semrush Holdings, Inc.",2.56B,17.44,0.40%,357.57M
GCMG,GCM Grosvenor Inc.,2.56B,13.52,0.45%,462.59M
APPN,Appian Corporation,2.55B,35.09,-0.23%,595.66M
SAH,"Sonic Automotive, Inc.",2.54B,74.25,-1.32%,13.91B
SWI,SolarWinds Corporation,2.54B,14.88,-0.67%,784.73M
SEM,Select Medical Holdings Corporation,2.54B,19.67,-0.81%,6.97B
ESBA,"Empire State Realty OP, L.P.",2.53B,9.23,-2.53%,758.43M
AIN,Albany International Corp.,2.53B,80.75,0.54%,1.27B
GT,The Goodyear Tire & Rubber Company,2.53B,8.87,-3.90%,19.05B
IBRX,"ImmunityBio, Inc.",2.52B,3.450,-0.58%,7.33M
OII,"Oceaneering International, Inc.",2.51B,24.85,-2.05%,2.60B
KWR,Quaker Chemical Corporation,2.51B,141.18,0.19%,1.86B
MESO,Mesoblast Limited,2.51B,20.14,3.18%,5.90M
TTMI,"TTM Technologies, Inc.",2.51B,24.59,0.04%,2.36B
JANX,"Janux Therapeutics, Inc.",2.51B,43.48,-2.92%,13.05M
AGYS,"Agilysys, Inc.",2.50B,90.22,-1.68%,263.57M
PPBI,"Pacific Premier Bancorp, Inc.",2.50B,25.90,-0.31%,615.00M
PRGS,Progress Software Corporation,2.49B,57.33,0.58%,753.41M
NEOG,Neogen Corporation,2.49B,11.46,-0.17%,913.83M
MRCY,"Mercury Systems, Inc.",2.49B,41.69,2.68%,858.72M
MLCO,Melco Resorts & Entertainment Limited,2.48B,5.91,-5.59%,4.54B
ARWR,"Arrowhead Pharmaceuticals, Inc.",2.47B,19.88,-1.73%,3.55M
BATRA,"Atlanta Braves Holdings, Inc.",2.47B,42.69,-0.56%,678.38M
RNST,Renasant Corporation,2.47B,38.88,-0.82%,706.53M
AZTA,"Azenta, Inc.",2.47B,54.05,0.26%,656.32M
CSAN,Cosan S.A.,2.47B,5.39,-3.23%,7.66B
FBK,FB Financial Corporation,2.46B,52.81,-0.40%,443.57M
FLOC,Flowco Holdings Inc.,2.46B,28.00,-3.35%,424.75M
EPAC,Enerpac Tool Group Corp.,2.46B,45.19,0.62%,592.74M
CEPU,Central Puerto S.A.,2.45B,14.52,-0.48%,375.58M
ENR,"Energizer Holdings, Inc.",2.45B,33.99,-0.47%,2.89B
LXP,LXP Industrial Trust,2.45B,8.32,-1.42%,340.56M
TRIP,"Tripadvisor, Inc.",2.45B,17.56,0.46%,1.81B
KLC,"KinderCare Learning Companies, Inc.",2.45B,20.74,-2.03%,2.63B
MTX,Minerals Technologies Inc.,2.45B,76.69,-0.72%,2.12B
BANR,Banner Corporation,2.44B,70.67,-0.56%,601.02M
RPD,"Rapid7, Inc.",2.43B,38.52,-1.10%,833.01M
TNDM,"Tandem Diabetes Care, Inc.",2.43B,37.06,0.14%,854.35M
PFS,"Provident Financial Services, Inc.",2.42B,18.57,0.05%,607.16M
MGNI,"Magnite, Inc.",2.42B,17.20,-1.60%,661.13M
WAFD,"WaFd, Inc.",2.42B,29.68,-0.93%,708.75M
SBCF,Seacoast Banking Corporation of Florida,2.41B,28.45,0.53%,499.14M
BATRK,"Atlanta Braves Holdings, Inc.",2.41B,38.75,0.13%,678.38M
FLYW,Flywire Corporation,2.40B,19.33,-1.02%,475.14M
NGD,New Gold Inc.,2.40B,3.020,-0.66%,861.50M
HI,"Hillenbrand, Inc.",2.39B,33.99,-0.50%,3.18B
AIR,AAR Corp.,2.39B,67.76,-1.57%,2.57B
STRA,"Strategic Education, Inc.",2.39B,98.23,-0.37%,1.21B
WB,Weibo Corporation,2.39B,9.82,-4.94%,1.76B
CENT,Central Garden & Pet Company,2.39B,36.49,-0.90%,3.20B
NAMS,NewAmsterdam Pharma Company N.V.,2.39B,22.29,2.39%,33.59M
AMR,"Alpha Metallurgical Resources, Inc.",2.38B,183.17,-2.00%,3.30B
HNI,HNI Corporation,2.38B,49.85,-1.60%,2.56B
KLIC,"Kulicke and Soffa Industries, Inc.",2.38B,44.35,0.05%,706.23M
BKE,"The Buckle, Inc.",2.37B,47.61,-2.08%,1.22B
LMND,"Lemonade, Inc.",2.37B,33.24,-1.48%,492.50M
SPB,"Spectrum Brands Holdings, Inc.",2.37B,84.56,-1.82%,2.96B
SEB,Seaboard Corporation,2.37B,"2,438.34",-0.30%,8.90B
CCS,"Century Communities, Inc.",2.36B,76.38,-2.33%,4.40B
FLNC,"Fluence Energy, Inc.",2.36B,13.01,-5.86%,2.70B
VERA,"Vera Therapeutics, Inc.",2.36B,37.28,-0.53%,-
SDRL,Seadrill Limited,2.36B,36.16,-0.88%,1.47B
SPNT,SiriusPoint Ltd.,2.36B,14.56,-1.69%,2.61B
APGE,"Apogee Therapeutics, Inc.",2.35B,41.36,-2.68%,-
RNW,ReNew Energy Global Plc,2.35B,6.48,0.31%,998.53M
MIRM,"Mirum Pharmaceuticals, Inc.",2.35B,48.88,0.91%,307.03M
WSBC,"WesBanco, Inc.",2.34B,35.04,0.11%,586.99M
ROIC,Retail Opportunity Investments Corp.,2.34B,17.47,0.17%,336.79M
YY,JOYY Inc.,2.33B,43.35,-4.18%,2.26B
RZLV,Rezolve AI Limited,2.33B,2.500,-2.34%,-
HCM,HUTCHMED (China) Limited,2.33B,13.52,-2.10%,610.81M
PAGS,PagSeguro Digital Ltd.,2.32B,7.45,-2.61%,3.23B
VC,Visteon Corporation,2.32B,84.06,-3.09%,3.92B
DAN,Dana Incorporated,2.31B,15.94,-3.86%,10.44B
CWH,"Camping World Holdings, Inc.",2.31B,23.09,-2.16%,6.00B
NATL,NCR Atleos Corporation,2.31B,31.86,-2.93%,4.31B
VICR,Vicor Corporation,2.31B,51.14,0.87%,355.54M
ZD,"Ziff Davis, Inc.",2.30B,53.89,-0.20%,1.38B
VSH,"Vishay Intertechnology, Inc.",2.30B,16.93,1.68%,3.01B
INTR,"Inter & Co, Inc.",2.30B,5.23,-0.57%,767.73M
IVT,InvenTrust Properties Corp.,2.29B,29.74,-1.13%,294.56M
ZGN,Ermenegildo Zegna N.V.,2.29B,9.08,-3.71%,2.10B
CERT,"Certara, Inc.",2.29B,14.23,1.64%,372.80M
CGON,"CG Oncology, Inc.",2.29B,30.07,-0.27%,684.00K
TRMK,Trustmark Corporation,2.29B,37.50,0.27%,532.32M
JBLU,JetBlue Airways Corporation,2.28B,6.58,4.11%,9.28B
MYRG,MYR Group Inc.,2.28B,141.57,-1.81%,3.54B
PWP,Perella Weinberg Partners,2.28B,25.82,-0.96%,864.77M
SHO,"Sunstone Hotel Investors, Inc.",2.28B,11.33,-1.39%,910.26M
ENVX,Enovix Corporation,2.27B,12.06,-2.58%,20.74M
TMDX,"TransMedics Group, Inc.",2.27B,67.55,0.90%,401.09M
CXM,"Sprinklr, Inc.",2.27B,8.91,0.34%,788.06M
CXW,"CoreCivic, Inc.",2.26B,20.46,-1.21%,1.97B
PACS,"PACS Group, Inc.",2.25B,14.53,4.38%,3.56B
PTGX,"Protagonist Therapeutics, Inc.",2.25B,37.80,-3.37%,323.80M
STNG,Scorpio Tankers Inc.,2.25B,47.62,-0.65%,1.38B
CCU,Compañía Cervecerías Unidas S.A.,2.25B,12.14,0.25%,2.80B
NBTB,NBT Bancorp Inc.,2.25B,47.63,-0.15%,557.34M
ADUS,Addus HomeCare Corporation,2.24B,125.16,-0.93%,1.13B
VTMX,"Corporación Inmobiliaria Vesta, S.A.B. de C.V.",2.24B,26.24,-2.81%,243.24M
ALG,Alamo Group Inc.,2.24B,185.56,-1.60%,1.66B
HWKN,"Hawkins, Inc.",2.24B,106.91,0.56%,952.13M
ARCB,ArcBest Corporation,2.24B,95.61,1.16%,4.18B
RVLV,"Revolve Group, Inc.",2.23B,31.58,0.61%,1.09B
DKL,"Delek Logistics Partners, LP",2.23B,43.37,-2.17%,984.92M
WERN,"Werner Enterprises, Inc.",2.23B,36.10,-1.72%,3.10B
CNTA,Centessa Pharmaceuticals plc,2.23B,16.92,0.06%,6.85M
SOC,Sable Offshore Corp.,2.22B,24.93,-0.16%,-
OSW,OneSpaWorld Holdings Limited,2.22B,21.36,-1.11%,872.62M
IBTA,"Ibotta, Inc.",2.22B,72.50,-2.95%,368.55M
RAMP,"LiveRamp Holdings, Inc.",2.22B,34.00,-1.28%,707.17M
CNMD,CONMED Corporation,2.22B,71.78,1.30%,1.29B
TR,"Tootsie Roll Industries, Inc.",2.22B,31.06,-0.45%,727.12M
EFSC,Enterprise Financial Services Corp,2.21B,59.84,-0.47%,607.34M
WLY,"John Wiley & Sons, Inc.",2.21B,40.93,-1.23%,1.76B
HRMY,"Harmony Biosciences Holdings, Inc.",2.21B,38.77,-1.95%,681.88M
ACLS,"Axcelis Technologies, Inc.",2.21B,68.00,-3.06%,1.08B
SXI,Standex International Corporation,2.21B,182.70,-2.07%,717.74M
NEXT,NextDecade Corporation,2.21B,8.48,-2.19%,-
BTU,Peabody Energy Corporation,2.21B,18.15,-1.09%,4.35B
LGND,Ligand Pharmaceuticals Incorporated,2.20B,116.55,-1.76%,152.42M
MBC,"MasterBrand, Inc.",2.20B,17.32,-2.81%,2.71B
CLOV,"Clover Health Investments, Corp.",2.20B,4.390,-0.90%,2.12B
LSPD,Lightspeed Commerce Inc.,2.20B,14.43,-1.70%,1.01B
IREN,IREN Limited,2.19B,10.22,-0.78%,208.75M
ICFI,"ICF International, Inc.",2.19B,116.71,-2.62%,2.00B
AVDX,"AvidXchange Holdings, Inc.",2.18B,10.60,-0.56%,427.57M
LMAT,"LeMaitre Vascular, Inc.",2.18B,96.93,-3.22%,213.03M
PINC,"Premier, Inc.",2.18B,22.66,-1.48%,1.33B
CHEF,"The Chefs' Warehouse, Inc.",2.18B,53.86,-1.23%,3.71B
KAR,"OPENLANE, Inc.",2.17B,20.31,-2.12%,1.69B
SYBT,"Stock Yards Bancorp, Inc.",2.17B,73.71,-0.87%,342.55M
SLNO,"Soleno Therapeutics, Inc.",2.17B,50.23,0.78%,-
DFH,"Dream Finders Homes, Inc.",2.16B,23.07,-4.39%,4.03B
AGM,Federal Agricultural Mortgage Corporation,2.15B,197.78,-0.82%,347.66M
PSNY,Polestar Automotive Holding UK PLC,2.15B,1.020,-1.92%,2.05B
ZIM,ZIM Integrated Shipping Services Ltd.,2.14B,17.80,-1.55%,7.47B
ARDT,"Ardent Health Partners, Inc.",2.14B,15.00,-0.33%,5.71B
PHIN,PHINIA Inc.,2.14B,50.89,-1.40%,3.45B
COCO,"The Vita Coco Company, Inc.",2.12B,37.44,-1.68%,494.86M
PLUS,ePlus inc.,2.12B,79.90,1.01%,2.12B
CMBT,Cmb.Tech NV,2.12B,10.79,-3.49%,982.85M
SUPN,"Supernus Pharmaceuticals, Inc.",2.12B,38.37,-0.83%,651.97M
UFPT,"UFP Technologies, Inc.",2.11B,274.66,-0.47%,461.85M
CENTA,Central Garden & Pet Company,2.11B,31.19,-0.80%,3.20B
UPWK,Upwork Inc.,2.11B,15.76,-1.68%,761.78M
IDYA,"IDEAYA Biosciences, Inc.",2.10B,24.35,1.97%,3.92M
AGM.A,Federal Agricultural Mortgage Corporation,2.10B,149.99,-0.01%,347.66M
LGIH,"LGI Homes, Inc.",2.10B,89.28,-3.77%,2.25B
EXTR,"Extreme Networks, Inc.",2.10B,15.81,1.35%,1.02B
WOR,"Worthington Enterprises, Inc.",2.10B,41.90,-3.30%,1.17B
CRTO,Criteo S.A.,2.10B,37.99,0.03%,1.95B
MTRN,Materion Corporation,2.10B,101.00,-0.75%,1.67B
VSEC,VSE Corporation,2.09B,102.35,-0.68%,1.02B
TSLX,"Sixth Street Specialty Lending, Inc.",2.09B,22.38,0.45%,478.36M
OMCL,"Omnicell, Inc.",2.08B,44.99,-0.71%,1.06B
IQ,"iQIYI, Inc.",2.08B,2.170,-6.47%,4.32B
GBX,"The Greenbrier Companies, Inc.",2.08B,66.26,-1.30%,3.61B
HURN,Huron Consulting Group Inc.,2.07B,126.78,-4.51%,1.44B
LION,Lionsgate Studios Corp.,2.07B,7.17,-2.05%,2.98B
BKV,BKV Corporation,2.07B,24.50,-1.69%,624.58M
EVTC,"EVERTEC, Inc.",2.07B,32.47,0.09%,823.71M
SID,Companhia Siderúrgica Nacional,2.06B,1.580,-1.86%,8.02B
BEAM,Beam Therapeutics Inc.,2.06B,25.92,-4.99%,349.64M
GENI,Genius Sports Limited,2.06B,8.83,-1.23%,462.54M
WGS,GeneDx Holdings Corp.,2.06B,74.85,-3.87%,267.23M
TARS,"Tarsus Pharmaceuticals, Inc.",2.06B,53.76,3.90%,129.62M
GTX,Garrett Motion Inc.,2.05B,9.58,-2.24%,3.58B
DBRG,"DigitalBridge Group, Inc.",2.04B,10.97,1.01%,876.65M
HUT,Hut 8 Corp.,2.03B,21.69,0.88%,194.02M
IIPR,"Innovative Industrial Properties, Inc.",2.03B,71.68,-1.88%,310.93M
RUN,Sunrun Inc.,2.03B,9.05,-3.93%,2.04B
IART,Integra LifeSciences Holdings Corporation,2.01B,26.10,-0.91%,1.56B
TRUP,"Trupanion, Inc.",2.01B,47.44,-0.90%,1.24B
LU,Lufax Holding Ltd,2.00B,2.310,-2.94%,4.67B
ORLA,Orla Mining Ltd.,1.98B,6.17,-0.48%,314.10M
